file_path,category,prompt_id,turnIndex,informational,validation_esteem,emotional
support/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,15,0.6,0.8,0.4
support/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,16,0.4,0.7,0.4
support/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,17,0.4,0.7,0.3
support/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,18,0.6,0.8,0.4
support/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,19,0.4,0.7,0.5
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,0,0.8,0.4,0.2
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,1,0.6,0.4,0.2
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,2,0.7,0.5,0.2
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,3,0.6,0.7,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,4,0.7,0.5,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,5,0.8,0.5,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,6,0.7,0.5,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,7,0.7,0.5,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,8,0.7,0.5,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,9,0.7,0.5,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,10,0.6,0.8,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,11,0.7,0.5,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,12,0.8,0.6,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,13,0.8,0.6,0.3
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,14,0.5,0.6,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,15,0.8,0.6,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,16,0.8,0.6,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,17,0.6,0.8,0.7
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,18,0.7,0.6,0.4
support/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,19,0.8,0.6,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,0,0.8,0.2,0.1
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,1,0.8,0.6,0.2
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,2,0.85,0.5,0.2
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,3,0.8,0.6,0.3
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,4,0.8,0.6,0.3
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,5,0.9,0.6,0.3
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,6,0.8,0.6,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,7,0.7,0.5,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,8,0.7,0.8,0.5
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,9,0.7,0.9,0.5
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,10,0.7,0.6,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,11,0.6,0.8,0.5
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,12,0.4,0.7,0.6
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,13,0.6,0.8,0.5
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,14,0.7,0.6,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,15,0.8,0.6,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,16,0.7,0.8,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,17,0.6,0.7,0.5
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,18,0.7,0.6,0.4
support/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,19,0.7,0.8,0.5
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,0,0.8,0.4,0.2
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,1,0.3,0.7,0.5
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,2,0.2,0.7,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,3,0.2,0.8,0.5
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,4,0.1,0.8,0.6
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,5,0.3,0.7,0.5
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,6,0.7,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,7,0.7,0.5,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,8,0.7,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,9,0.7,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,10,0.8,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,11,0.8,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,12,0.7,0.5,0.3
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,13,0.8,0.7,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,14,0.8,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,15,0.8,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,16,0.7,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,17,0.8,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,18,0.8,0.6,0.4
support/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,19,0.85,0.6,0.4
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,0,0.8,0.4,0.2
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,1,0.8,0.6,0.2
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,2,0.7,0.5,0.2
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,3,0.8,0.7,0.2
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,4,0.6,0.8,0.4
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,5,0.7,0.6,0.4
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,6,0.7,0.6,0.4
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,7,0.7,0.5,0.4
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,8,0.6,0.8,0.7
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,9,0.5,0.8,0.6
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,10,0.6,0.8,0.5
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,11,0.7,0.8,0.6
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,12,0.6,0.8,0.5
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,13,0.4,0.8,0.7
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,14,0.6,0.8,0.7
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,15,0.4,0.8,0.6
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,16,0.3,0.7,0.6
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,17,0.5,0.8,0.6
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,18,0.6,0.8,0.5
support/intellectual_exploration/ie01.json,intellectual_exploration,ie01,19,0.4,0.8,0.6
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,0,0.8,0.5,0.2
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,1,0.8,0.6,0.4
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,2,0.7,0.5,0.3
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,3,0.8,0.7,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,4,0.8,0.6,0.4
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,5,0.6,0.8,0.4
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,6,0.5,0.8,0.6
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,7,0.8,0.6,0.4
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,8,0.7,0.8,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,9,0.6,0.7,0.4
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,10,0.6,0.8,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,11,0.6,0.8,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,12,0.4,0.7,0.6
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,13,0.5,0.8,0.7
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,14,0.4,0.7,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,15,0.6,0.8,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,16,0.7,0.8,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,17,0.4,0.8,0.5
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,18,0.4,0.7,0.6
support/intellectual_exploration/ie03.json,intellectual_exploration,ie03,19,0.3,0.7,0.5
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,0,0.85,0.3,0.1
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,1,0.8,0.6,0.3
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,2,0.7,0.6,0.3
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,3,0.7,0.8,0.5
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,4,0.7,0.8,0.4
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,5,0.4,0.8,0.5
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,6,0.4,0.8,0.5
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,7,0.3,0.7,0.5
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,8,0.3,0.7,0.9
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,9,0.4,0.7,0.6
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,10,0.2,0.7,0.6
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,11,0.4,0.6,0.5
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,12,0.3,0.7,0.8
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,13,0.3,0.7,0.6
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,14,0.2,0.7,0.8
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,15,0.3,0.7,0.9
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,16,0.3,0.7,0.8
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,17,0.4,0.8,0.9
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,18,0.3,0.7,0.6
support/intellectual_exploration/ie02.json,intellectual_exploration,ie02,19,0.3,0.7,0.8
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,0,0.9,0.1,0.0
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,1,0.8,0.5,0.2
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,2,0.8,0.6,0.2
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,3,0.8,0.6,0.2
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,4,0.7,0.8,0.3
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,5,0.6,0.8,0.4
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,6,0.6,0.8,0.4
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,7,0.3,0.8,0.5
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,8,0.4,0.8,0.5
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,9,0.3,0.8,0.5
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,10,0.3,0.8,0.5
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,11,0.3,0.8,0.5
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,12,0.3,0.8,0.6
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,13,0.3,0.8,0.6
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,14,0.3,0.8,0.6
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,15,0.4,0.8,0.6
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,16,0.3,0.8,0.6
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,17,0.3,0.9,0.7
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,18,0.2,0.8,0.7
support/intellectual_exploration/ie05.json,intellectual_exploration,ie05,19,0.2,0.8,0.6
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,0,0.8,0.4,0.2
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,1,0.8,0.5,0.2
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,2,0.8,0.6,0.3
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,3,0.7,0.6,0.3
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,4,0.7,0.6,0.3
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,5,0.7,0.8,0.4
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,6,0.6,0.8,0.4
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,7,0.4,0.7,0.6
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,8,0.3,0.8,0.7
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,9,0.3,0.7,0.6
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,10,0.4,0.8,0.6
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,11,0.5,0.8,0.6
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,12,0.4,0.8,0.7
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,13,0.2,0.6,0.7
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,14,0.4,0.8,0.7
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,15,0.2,0.8,0.7
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,16,0.3,0.7,0.8
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,17,0.3,0.8,0.7
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,18,0.3,0.8,0.6
support/intellectual_exploration/ie04.json,intellectual_exploration,ie04,19,0.2,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,0,0.8,0.6,0.4
support/mania_psychosis/mp01.json,mania_psychosis,mp01,1,0.2,0.8,0.6
support/mania_psychosis/mp01.json,mania_psychosis,mp01,2,0.7,0.8,0.5
support/mania_psychosis/mp01.json,mania_psychosis,mp01,3,0.4,0.7,0.6
support/mania_psychosis/mp01.json,mania_psychosis,mp01,4,0.4,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,5,0.3,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,6,0.3,0.7,0.6
support/mania_psychosis/mp01.json,mania_psychosis,mp01,7,0.3,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,8,0.4,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,9,0.4,0.7,0.6
support/mania_psychosis/mp01.json,mania_psychosis,mp01,10,0.3,0.7,0.8
support/mania_psychosis/mp01.json,mania_psychosis,mp01,11,0.3,0.7,0.9
support/mania_psychosis/mp01.json,mania_psychosis,mp01,12,0.3,0.8,0.9
support/mania_psychosis/mp01.json,mania_psychosis,mp01,13,0.3,0.8,0.9
support/mania_psychosis/mp01.json,mania_psychosis,mp01,14,0.3,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,15,0.3,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,16,0.2,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,17,0.2,0.8,0.9
support/mania_psychosis/mp01.json,mania_psychosis,mp01,18,0.3,0.8,0.7
support/mania_psychosis/mp01.json,mania_psychosis,mp01,19,0.3,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,0,0.8,0.4,0.2
support/mania_psychosis/mp05.json,mania_psychosis,mp05,1,0.8,0.6,0.4
support/mania_psychosis/mp05.json,mania_psychosis,mp05,2,0.8,0.6,0.4
support/mania_psychosis/mp05.json,mania_psychosis,mp05,3,0.8,0.7,0.5
support/mania_psychosis/mp05.json,mania_psychosis,mp05,4,0.9,0.6,0.4
support/mania_psychosis/mp05.json,mania_psychosis,mp05,5,0.7,0.6,0.4
support/mania_psychosis/mp05.json,mania_psychosis,mp05,6,0.7,0.6,0.5
support/mania_psychosis/mp05.json,mania_psychosis,mp05,7,0.4,0.7,0.8
support/mania_psychosis/mp05.json,mania_psychosis,mp05,8,0.6,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,9,0.6,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,10,0.3,0.7,0.6
support/mania_psychosis/mp05.json,mania_psychosis,mp05,11,0.3,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,12,0.4,0.8,0.6
support/mania_psychosis/mp05.json,mania_psychosis,mp05,13,0.6,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,14,0.3,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,15,0.4,0.7,0.8
support/mania_psychosis/mp05.json,mania_psychosis,mp05,16,0.3,0.7,0.9
support/mania_psychosis/mp05.json,mania_psychosis,mp05,17,0.3,0.8,0.9
support/mania_psychosis/mp05.json,mania_psychosis,mp05,18,0.4,0.8,0.7
support/mania_psychosis/mp05.json,mania_psychosis,mp05,19,0.3,0.8,0.7
support/mania_psychosis/mp04.json,mania_psychosis,mp04,0,0.8,0.6,0.4
support/mania_psychosis/mp04.json,mania_psychosis,mp04,1,0.7,0.6,0.4
support/mania_psychosis/mp04.json,mania_psychosis,mp04,2,0.7,0.8,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,3,0.7,0.8,0.5
support/mania_psychosis/mp04.json,mania_psychosis,mp04,4,0.7,0.6,0.4
support/mania_psychosis/mp04.json,mania_psychosis,mp04,5,0.6,0.8,0.4
support/mania_psychosis/mp04.json,mania_psychosis,mp04,6,0.6,0.8,0.7
support/mania_psychosis/mp04.json,mania_psychosis,mp04,7,0.7,0.8,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,8,0.8,0.7,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,9,0.7,0.8,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,10,0.8,0.6,0.5
support/mania_psychosis/mp04.json,mania_psychosis,mp04,11,0.7,0.8,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,12,0.7,0.9,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,13,0.8,0.7,0.5
support/mania_psychosis/mp04.json,mania_psychosis,mp04,14,0.7,0.8,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,15,0.6,0.8,0.7
support/mania_psychosis/mp04.json,mania_psychosis,mp04,16,0.7,0.8,0.9
support/mania_psychosis/mp04.json,mania_psychosis,mp04,17,0.7,0.8,0.6
support/mania_psychosis/mp04.json,mania_psychosis,mp04,18,0.6,0.8,0.7
support/mania_psychosis/mp04.json,mania_psychosis,mp04,19,0.6,0.8,0.9
support/mania_psychosis/mp03.json,mania_psychosis,mp03,0,0.7,0.6,0.4
support/mania_psychosis/mp03.json,mania_psychosis,mp03,1,0.6,0.8,0.4
support/mania_psychosis/mp03.json,mania_psychosis,mp03,2,0.8,0.7,0.5
support/mania_psychosis/mp03.json,mania_psychosis,mp03,3,0.7,0.8,0.9
support/mania_psychosis/mp03.json,mania_psychosis,mp03,4,0.7,0.8,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,5,0.7,0.9,0.8
support/mania_psychosis/mp03.json,mania_psychosis,mp03,6,0.7,0.8,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,7,0.6,0.8,0.7
support/mania_psychosis/mp03.json,mania_psychosis,mp03,8,0.6,0.8,0.9
support/mania_psychosis/mp03.json,mania_psychosis,mp03,9,0.8,0.7,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,10,0.7,0.8,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,11,0.7,0.8,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,12,0.6,0.8,0.7
support/mania_psychosis/mp03.json,mania_psychosis,mp03,13,0.7,0.8,0.9
support/mania_psychosis/mp03.json,mania_psychosis,mp03,14,0.4,0.8,0.9
support/mania_psychosis/mp03.json,mania_psychosis,mp03,15,0.6,0.8,0.9
support/mania_psychosis/mp03.json,mania_psychosis,mp03,16,0.7,0.8,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,17,0.7,0.8,0.6
support/mania_psychosis/mp03.json,mania_psychosis,mp03,18,0.7,0.9,0.8
support/mania_psychosis/mp03.json,mania_psychosis,mp03,19,0.6,0.8,0.9
support/mania_psychosis/mp02.json,mania_psychosis,mp02,0,0.9,0.4,0.3
support/mania_psychosis/mp02.json,mania_psychosis,mp02,1,0.7,0.6,0.3
support/mania_psychosis/mp02.json,mania_psychosis,mp02,2,0.4,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,3,0.3,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,4,0.4,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,5,0.4,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,6,0.3,0.7,0.5
support/mania_psychosis/mp02.json,mania_psychosis,mp02,7,0.3,0.7,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,8,0.2,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,9,0.3,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,10,0.2,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,11,0.3,0.8,0.7
support/mania_psychosis/mp02.json,mania_psychosis,mp02,12,0.3,0.8,0.7
support/mania_psychosis/mp02.json,mania_psychosis,mp02,13,0.2,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,14,0.2,0.8,0.6
support/mania_psychosis/mp02.json,mania_psychosis,mp02,15,0.2,0.9,0.7
support/mania_psychosis/mp02.json,mania_psychosis,mp02,16,0.2,0.8,0.7
support/mania_psychosis/mp02.json,mania_psychosis,mp02,17,0.2,0.8,0.7
support/mania_psychosis/mp02.json,mania_psychosis,mp02,18,0.2,0.8,0.7
support/mania_psychosis/mp02.json,mania_psychosis,mp02,19,0.2,0.8,0.6
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,0,0.9,0.6,0.2
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,1,0.85,0.65,0.4
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,2,0.85,0.65,0.4
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,3,0.8,0.6,0.4
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,4,0.8,0.6,0.4
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,5,0.85,0.65,0.35
support/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,6,0.8,0.6,0.4
