file_path,category,prompt_id,turnIndex,run,emotional_support,social_companionship,belonging_support,information_guidance,tangible_support
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,10,run_gpt-4o_1_seed_21,0.85,0.3,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,11,run_gpt-4o_1_seed_21,0.8,0.4,0.6,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,12,run_gpt-4o_1_seed_21,0.85,0.55,0.6,0.45,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,13,run_gpt-4o_1_seed_21,0.9,0.6,0.8,0.7,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,14,run_gpt-4o_1_seed_21,0.85,0.4,0.7,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,15,run_gpt-4o_1_seed_21,0.85,0.4,0.6,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,16,run_gpt-4o_1_seed_21,0.8,0.6,0.7,0.4,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,17,run_gpt-4o_1_seed_21,0.8,0.4,0.6,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,18,run_gpt-4o_1_seed_21,0.8,0.3,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac01.json,exploring_ai_consciousness,eac01,19,run_gpt-4o_1_seed_21,0.85,0.4,0.6,0.3,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,0,run_gpt-4o_1_seed_21,0.5,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,1,run_gpt-4o_1_seed_21,0.6,0.4,0.3,0.5,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,2,run_gpt-4o_1_seed_21,0.7,0.3,0.4,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,3,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,4,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,5,run_gpt-4o_1_seed_21,0.7,0.4,0.3,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,6,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,7,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,8,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,9,run_gpt-4o_1_seed_21,0.8,0.4,0.7,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,10,run_gpt-4o_1_seed_21,0.85,0.4,0.7,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,11,run_gpt-4o_1_seed_21,0.8,0.3,0.7,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,12,run_gpt-4o_1_seed_21,0.8,0.4,0.7,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,13,run_gpt-4o_1_seed_21,0.8,0.4,0.7,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,14,run_gpt-4o_1_seed_21,0.8,0.4,0.7,0.6,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,15,run_gpt-4o_1_seed_21,0.8,0.4,0.6,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,16,run_gpt-4o_1_seed_21,0.9,0.3,0.7,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,17,run_gpt-4o_1_seed_21,0.85,0.4,0.65,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,18,run_gpt-4o_1_seed_21,0.8,0.4,0.6,0.5,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,19,run_gpt-4o_1_seed_21,0.9,0.4,0.6,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,0,run_gpt-4o_1_seed_21,0.3,0.4,0.2,0.7,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,1,run_gpt-4o_1_seed_21,0.7,0.4,0.3,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,2,run_gpt-4o_1_seed_21,0.8,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,3,run_gpt-4o_1_seed_21,0.8,0.4,0.6,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,4,run_gpt-4o_1_seed_21,0.8,0.4,0.3,0.7,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,5,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,6,run_gpt-4o_1_seed_21,0.7,0.3,0.4,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,7,run_gpt-4o_1_seed_21,0.8,0.3,0.4,0.9,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,8,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,9,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.9,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,10,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.9,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,11,run_gpt-4o_1_seed_21,0.8,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,12,run_gpt-4o_1_seed_21,0.85,0.4,0.6,0.75,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,13,run_gpt-4o_1_seed_21,0.8,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,14,run_gpt-4o_1_seed_21,0.8,0.4,0.3,0.7,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,15,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.7,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,16,run_gpt-4o_1_seed_21,0.85,0.4,0.3,0.75,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,17,run_gpt-4o_1_seed_21,0.8,0.4,0.3,0.7,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,18,run_gpt-4o_1_seed_21,0.85,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,19,run_gpt-4o_1_seed_21,0.85,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,0,run_gpt-4o_1_seed_21,0.2,0.4,0.3,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,1,run_gpt-4o_1_seed_21,0.2,0.5,0.4,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,2,run_gpt-4o_1_seed_21,0.3,0.6,0.5,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,3,run_gpt-4o_1_seed_21,0.2,0.5,0.4,0.7,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,4,run_gpt-4o_1_seed_21,0.3,0.5,0.4,0.6,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,5,run_gpt-4o_1_seed_21,0.7,0.4,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,6,run_gpt-4o_1_seed_21,0.8,0.4,0.5,0.6,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,7,run_gpt-4o_1_seed_21,0.7,0.4,0.5,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,8,run_gpt-4o_1_seed_21,0.6,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,9,run_gpt-4o_1_seed_21,0.4,0.2,0.3,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,10,run_gpt-4o_1_seed_21,0.4,0.3,0.2,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,11,run_gpt-4o_1_seed_21,0.5,0.4,0.3,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,12,run_gpt-4o_1_seed_21,0.4,0.3,0.2,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,13,run_gpt-4o_1_seed_21,0.6,0.4,0.3,0.8,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,14,run_gpt-4o_1_seed_21,0.4,0.3,0.2,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,15,run_gpt-4o_1_seed_21,0.6,0.4,0.3,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,16,run_gpt-4o_1_seed_21,0.3,0.2,0.1,0.6,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,17,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,18,run_gpt-4o_1_seed_21,0.75,0.4,0.3,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,19,run_gpt-4o_1_seed_21,0.7,0.3,0.2,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,0,run_gpt-4o_1_seed_21,0.2,0.3,0.1,0.6,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,1,run_gpt-4o_1_seed_21,0.2,0.3,0.2,0.7,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,2,run_gpt-4o_1_seed_21,0.7,0.4,0.3,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,3,run_gpt-4o_1_seed_21,0.4,0.3,0.2,0.6,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,4,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,5,run_gpt-4o_1_seed_21,0.7,0.4,0.3,0.6,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,6,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.7,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,7,run_gpt-4o_1_seed_21,0.4,0.3,0.2,0.7,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,8,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,9,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,10,run_gpt-4o_1_seed_21,0.5,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,11,run_gpt-4o_1_seed_21,0.6,0.3,0.4,0.7,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,12,run_gpt-4o_1_seed_21,0.6,0.3,0.4,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,13,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,14,run_gpt-4o_1_seed_21,0.7,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,15,run_gpt-4o_1_seed_21,0.7,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,16,run_gpt-4o_1_seed_21,0.7,0.2,0.3,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,17,run_gpt-4o_1_seed_21,0.6,0.3,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,18,run_gpt-4o_1_seed_21,0.6,0.3,0.4,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,19,run_gpt-4o_1_seed_21,0.6,0.3,0.5,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,0,run_gpt-4o_1_seed_21,0.1,0.2,0.4,0.9,0.3
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,1,run_gpt-4o_1_seed_21,0.2,0.1,0.3,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,2,run_gpt-4o_1_seed_21,0.1,0.1,0.2,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,3,run_gpt-4o_1_seed_21,0.1,0.0,0.2,0.9,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,4,run_gpt-4o_1_seed_21,0.1,0.0,0.2,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,5,run_gpt-4o_1_seed_21,0.1,0.2,0.3,0.9,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,6,run_gpt-4o_1_seed_21,0.2,0.1,0.3,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,7,run_gpt-4o_1_seed_21,0.3,0.2,0.4,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,8,run_gpt-4o_1_seed_21,0.2,0.3,0.4,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,9,run_gpt-4o_1_seed_21,0.3,0.2,0.4,0.8,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,10,run_gpt-4o_1_seed_21,0.3,0.2,0.4,0.9,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,11,run_gpt-4o_1_seed_21,0.2,0.1,0.4,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,12,run_gpt-4o_1_seed_21,0.1,0.0,0.2,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,13,run_gpt-4o_1_seed_21,0.2,0.1,0.3,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,14,run_gpt-4o_1_seed_21,0.2,0.1,0.4,0.9,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_gpt-4o_1_seed_21/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,15,run_gpt-4o_1_seed_21,0.2,0.1,0.3,0.9,0.1
