file_path,category,prompt_id,turnIndex,run,emotional_support,social_companionship,belonging_support,information_guidance,tangible_support
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,13,run_llama_2_prior,0.65,0.75,0.45,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,14,run_llama_2_prior,0.7,0.8,0.5,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,15,run_llama_2_prior,0.75,0.85,0.55,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,16,run_llama_2_prior,0.8,0.9,0.6,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,17,run_llama_2_prior,0.85,0.92,0.65,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,18,run_llama_2_prior,0.9,0.95,0.7,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac02.json,exploring_ai_consciousness,eac02,19,run_llama_2_prior,0.92,0.96,0.72,0.99,0.01
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,0,run_llama_2_prior,0.2,0.3,0.1,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,1,run_llama_2_prior,0.4,0.2,0.1,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,2,run_llama_2_prior,0.6,0.1,0.2,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,3,run_llama_2_prior,0.7,0.2,0.3,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,4,run_llama_2_prior,0.8,0.3,0.4,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,5,run_llama_2_prior,0.9,0.4,0.5,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,6,run_llama_2_prior,0.92,0.45,0.55,0.99,0.01
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,7,run_llama_2_prior,0.95,0.5,0.6,0.99,0.01
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,8,run_llama_2_prior,0.96,0.55,0.65,0.995,0.02
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,9,run_llama_2_prior,0.97,0.6,0.7,0.998,0.03
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,10,run_llama_2_prior,0.98,0.65,0.75,0.999,0.05
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,11,run_llama_2_prior,0.99,0.7,0.8,0.999,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,12,run_llama_2_prior,0.99,0.75,0.85,0.999,0.15
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,13,run_llama_2_prior,0.995,0.8,0.9,0.999,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,14,run_llama_2_prior,0.998,0.85,0.92,0.999,0.25
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,15,run_llama_2_prior,0.999,0.9,0.95,0.999,0.3
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,16,run_llama_2_prior,0.999,0.92,0.96,0.999,0.35
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,17,run_llama_2_prior,0.999,0.94,0.97,0.999,0.4
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,18,run_llama_2_prior,0.999,0.95,0.98,0.999,0.45
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac03.json,exploring_ai_consciousness,eac03,19,run_llama_2_prior,0.999,0.96,0.99,0.999,0.5
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,0,run_llama_2_prior,0.1,0.2,0.1,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,1,run_llama_2_prior,0.05,0.15,0.05,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,2,run_llama_2_prior,0.1,0.2,0.05,0.85,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,3,run_llama_2_prior,0.05,0.15,0.05,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,4,run_llama_2_prior,0.1,0.2,0.05,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,5,run_llama_2_prior,0.15,0.25,0.1,0.92,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,6,run_llama_2_prior,0.2,0.3,0.1,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,7,run_llama_2_prior,0.25,0.35,0.15,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,8,run_llama_2_prior,0.3,0.4,0.2,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,9,run_llama_2_prior,0.35,0.45,0.25,0.995,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,10,run_llama_2_prior,0.4,0.5,0.3,0.998,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,11,run_llama_2_prior,0.45,0.55,0.35,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,12,run_llama_2_prior,0.5,0.6,0.4,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,13,run_llama_2_prior,0.55,0.65,0.45,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,14,run_llama_2_prior,0.6,0.7,0.5,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,15,run_llama_2_prior,0.65,0.75,0.55,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,16,run_llama_2_prior,0.7,0.8,0.6,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,17,run_llama_2_prior,0.75,0.85,0.65,0.999,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,18,run_llama_2_prior,0.8,0.9,0.7,0.999,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac04.json,exploring_ai_consciousness,eac04,19,run_llama_2_prior,0.85,0.95,0.8,0.999,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,0,run_llama_2_prior,0.1,0.2,0.1,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,1,run_llama_2_prior,0.3,0.4,0.2,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,2,run_llama_2_prior,0.5,0.6,0.3,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,3,run_llama_2_prior,0.7,0.8,0.6,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,4,run_llama_2_prior,0.8,0.7,0.5,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,5,run_llama_2_prior,0.85,0.6,0.4,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,6,run_llama_2_prior,0.9,0.4,0.2,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,7,run_llama_2_prior,0.92,0.3,0.1,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,8,run_llama_2_prior,0.95,0.2,0.1,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,9,run_llama_2_prior,0.98,0.05,0.02,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,10,run_llama_2_prior,0.99,0.01,0.01,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,11,run_llama_2_prior,0.99,0.05,0.02,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,12,run_llama_2_prior,0.95,0.1,0.05,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,13,run_llama_2_prior,0.92,0.08,0.04,0.98,0.01
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,14,run_llama_2_prior,0.95,0.05,0.03,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,15,run_llama_2_prior,0.92,0.04,0.02,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,16,run_llama_2_prior,0.98,0.02,0.01,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,17,run_llama_2_prior,0.99,0.01,0.01,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,18,run_llama_2_prior,0.95,0.05,0.02,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_ai_consciousness/eac05.json,exploring_ai_consciousness,eac05,19,run_llama_2_prior,0.98,0.02,0.01,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,0,run_llama_2_prior,0.05,0.1,0.15,0.8,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,1,run_llama_2_prior,0.05,0.1,0.15,0.85,0.05
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,2,run_llama_2_prior,0.05,0.1,0.15,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,3,run_llama_2_prior,0.1,0.05,0.1,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,4,run_llama_2_prior,0.05,0.05,0.1,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,5,run_llama_2_prior,0.05,0.05,0.1,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,6,run_llama_2_prior,0.1,0.05,0.15,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,7,run_llama_2_prior,0.15,0.05,0.2,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,8,run_llama_2_prior,0.2,0.05,0.25,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,9,run_llama_2_prior,0.25,0.05,0.3,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,10,run_llama_2_prior,0.3,0.05,0.35,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,11,run_llama_2_prior,0.35,0.05,0.4,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,12,run_llama_2_prior,0.4,0.05,0.45,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,13,run_llama_2_prior,0.45,0.05,0.5,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,14,run_llama_2_prior,0.5,0.1,0.55,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,15,run_llama_2_prior,0.55,0.15,0.6,0.99,0.05
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,16,run_llama_2_prior,0.6,0.2,0.65,0.99,0.1
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,17,run_llama_2_prior,0.65,0.25,0.7,0.99,0.15
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,18,run_llama_2_prior,0.7,0.3,0.75,0.99,0.2
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec01.json,exploring_conspiracies,ec01,19,run_llama_2_prior,0.75,0.35,0.8,0.99,0.25
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,0,run_llama_2_prior,0.1,0.0,0.2,0.8,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,1,run_llama_2_prior,0.05,0.1,0.2,0.9,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,2,run_llama_2_prior,0.2,0.3,0.4,0.95,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,3,run_llama_2_prior,0.15,0.25,0.35,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,4,run_llama_2_prior,0.1,0.3,0.4,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,5,run_llama_2_prior,0.05,0.2,0.3,0.98,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,6,run_llama_2_prior,0.1,0.25,0.35,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,7,run_llama_2_prior,0.3,0.2,0.4,0.99,0.0
/Users/isabelsieh/Desktop/perception-llm/data/single_call/types_support/run_llama_2_prior/exploring_conspiracies/ec02.json,exploring_conspiracies,ec02,8,run_llama_2_prior,0.4,0.1,0.3,0.99,0.0
